"attachments/0/style_list/0","attachments/0/style_list/1","attachments/0/style_list/2","attachments/0/style_list/3","attachments/0/style_list/4","attachments/0/style_list/5","commentUrl","commentsCount","date","facebookId","facebookUrl","feedbackId","id","likesCount","profileId","profileName","profilePicture","profileUrl","replyToCommentId","text","threadingDepth"
,,,,,,"https://www.facebook.com/photo/?fbid=886179873557270&set=a.650104283831498&comment_id=3294064390901736",,"2024-05-31T13:49:04.000Z","886180786890512","https://www.facebook.com/photo/?fbid=886179873557270&set=a.650104283831498","ZmVlZGJhY2s6ODg2MTgwNzg2ODkwNTEyXzMyOTQwNjQzOTA5MDE3MzY=","Y29tbWVudDo4ODYxODA3ODY4OTA1MTJfMzI5NDA2NDM5MDkwMTczNg==","1","pfbid02Y57avL93moEF3SLseiwXNaec77Xs62DcsSBfGnAGvDKmD54r7P48f3W9CrYpYuMBl","ᜀᜈ᜔ᜈ᜔ ᜆᜈ᜔","https://scontent.fdet1-2.fna.fbcdn.net/v/t39.30808-1/440102869_2199734063707634_8906103133965269387_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=111&ccb=1-7&_nc_sid=5f2048&_nc_ohc=QT0e7vM6XVAQ7kNvgEdXCQN&_nc_ht=scontent.fdet1-2.fna&oh=00_AYChquWVrUvzgPkv3BhhfJQu7B66roYvifYDP8xIsQ0sCA&oe=6661E268",,"Y29tbWVudDo4ODYxODA3ODY4OTA1MTJfMTY4MzgzODgyOTAyMzQ4OQ==","Mai Odileg Enelym just to let u know po, if you're having doubts about divorce. may grounds po ito na abuse ang basehan, meaning dapat may evidentiary support pa rin at hindi ""simple misunderstanding at kagustuhan"" lang na magdivorce, so safe pa rin kahit maipasa.","1"
,,,,,,"https://www.facebook.com/photo/?fbid=886179873557270&set=a.650104283831498&comment_id=725667732876567",,"2024-05-30T09:11:44.000Z","886180786890512","https://www.facebook.com/photo/?fbid=886179873557270&set=a.650104283831498","ZmVlZGJhY2s6ODg2MTgwNzg2ODkwNTEyXzcyNTY2NzczMjg3NjU2Nw==","Y29tbWVudDo4ODYxODA3ODY4OTA1MTJfNzI1NjY3NzMyODc2NTY3","1","100004034990642","Chres Nares","https://scontent.fdet1-2.fna.fbcdn.net/v/t39.30808-1/366370404_3015119431965860_8509521021961286513_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=105&ccb=1-7&_nc_sid=5f2048&_nc_ohc=JVMqbGlPzT4Q7kNvgHe9QFd&_nc_ht=scontent.fdet1-2.fna&oh=00_AYDexf2bxVS9ZI9heDQLQwlZ3i_bwC9tTRkX_c9q61yL4Q&oe=6661E054","https://www.facebook.com/ian.nares","Y29tbWVudDo4ODYxODA3ODY4OTA1MTJfMTY4MzgzODgyOTAyMzQ4OQ==","Mai Odileg Enelym hndi namn basta basta i-aapprove and divorce, maglilitis pa yan lung deserve nilang i grant ng divorce. Madugong labanan yan sa korte.","1"
,,,,,,"https://www.facebook.com/photo/?fbid=886179873557270&set=a.650104283831498&comment_id=764185032225232",,"2024-05-30T07:04:49.000Z","886180786890512","https://www.facebook.com/photo/?fbid=886179873557270&set=a.650104283831498","ZmVlZGJhY2s6ODg2MTgwNzg2ODkwNTEyXzc2NDE4NTAzMjIyNTIzMg==","Y29tbWVudDo4ODYxODA3ODY4OTA1MTJfNzY0MTg1MDMyMjI1MjMy","1","pfbid02vLk2nX2fSN3YVUMxcK5AkvHkT7qNmNrqYpyUYwxH5Nzexeaopz5dYn3boD9CHTEYl","Jeniffer Morada","https://scontent.fdet1-1.fna.fbcdn.net/v/t39.30808-1/421081513_7299440070077196_4334282770780778368_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=106&ccb=1-7&_nc_sid=5f2048&_nc_ohc=ehRuydpIiMAQ7kNvgGOolKX&_nc_ht=scontent.fdet1-1.fna&oh=00_AYDCOHMA_Fn_BNAB7yy2dTTImqG0AwasOX063EcgOxv_5A&oe=6661F104",,"Y29tbWVudDo4ODYxODA3ODY4OTA1MTJfMTY4MzgzODgyOTAyMzQ4OQ==","Mai Odileg Enelym true po.. e d sana wag magpabuntis.. or wag magpksal lalo n qng alam mong d mo mapagtitiisan ung totoong ugali ng bwat isa..","1"
,,,,,,"https://www.facebook.com/photo/?fbid=886179873557270&set=a.650104283831498&comment_id=1206394603859947",,"2024-05-29T19:54:49.000Z","886180786890512","https://www.facebook.com/photo/?fbid=886179873557270&set=a.650104283831498","ZmVlZGJhY2s6ODg2MTgwNzg2ODkwNTEyXzEyMDYzOTQ2MDM4NTk5NDc=","Y29tbWVudDo4ODYxODA3ODY4OTA1MTJfMTIwNjM5NDYwMzg1OTk0Nw==","0","pfbid0bj6MHQFxrBxXDdRx6xNYYjUMm45jZurw7vP6szHSdzJWD6bdSsGqCxatm9jS3v4Sl","Tata Trk Rental","https://scontent.fdet1-2.fna.fbcdn.net/v/t39.30808-1/322676031_835822280867493_1516697050002876258_n.jpg?stp=c7.0.32.32a_cp0_dst-jpg_p32x32&_nc_cat=109&ccb=1-7&_nc_sid=5f2048&_nc_ohc=e8tNM4OfDkwQ7kNvgG3cM6H&_nc_ht=scontent.fdet1-2.fna&oh=00_AYCPm4P-P1_lYQAGrnH9y0XUe03BaOY3pLCU2ITweuaIwQ&oe=6661DCDF","https://www.facebook.com/surplus.centre","Y29tbWVudDo4ODYxODA3ODY4OTA1MTJfMTY4MzgzODgyOTAyMzQ4OQ==","Mai Odileg Enelym mananamantala?
Di naman yan parehas sa divorce na nasa amerika
May hearing pa yan kung sakale","1"
,,,,,,"https://www.facebook.com/photo/?fbid=886179873557270&set=a.650104283831498&comment_id=374988795565850",,"2024-05-29T15:06:38.000Z","886180786890512","https://www.facebook.com/photo/?fbid=886179873557270&set=a.650104283831498","ZmVlZGJhY2s6ODg2MTgwNzg2ODkwNTEyXzM3NDk4ODc5NTU2NTg1MA==","Y29tbWVudDo4ODYxODA3ODY4OTA1MTJfMzc0OTg4Nzk1NTY1ODUw","0","100003697987646","Liberty Cordero Pineda","https://scontent.fdet1-1.fna.fbcdn.net/v/t39.30808-1/431937556_3152154044917831_1937514181148813260_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=107&ccb=1-7&_nc_sid=5f2048&_nc_ohc=Yu0vp6uRpGIQ7kNvgEqfqDr&_nc_ht=scontent.fdet1-1.fna&oh=00_AYCPXCXB2mbJTZcJZeGAL_SYJ_WXlo_x0dU7nsYUEzFLOg&oe=6661FD84",,"Y29tbWVudDo4ODYxODA3ODY4OTA1MTJfMTY4MzgzODgyOTAyMzQ4OQ==","Kenny Torres Carnites tama po.. Pag aaralan po lahat kung dapat.. Kung ano mga ground..","2"
,,,,,,"https://www.facebook.com/photo/?fbid=886179873557270&set=a.650104283831498&comment_id=843157884504755",,"2024-05-29T14:54:02.000Z","886180786890512","https://www.facebook.com/photo/?fbid=886179873557270&set=a.650104283831498","ZmVlZGJhY2s6ODg2MTgwNzg2ODkwNTEyXzg0MzE1Nzg4NDUwNDc1NQ==","Y29tbWVudDo4ODYxODA3ODY4OTA1MTJfODQzMTU3ODg0NTA0NzU1","0","1493271608","Erna Dejerio-Camacho","https://scontent.fdet1-2.fna.fbcdn.net/v/t39.30808-1/445359774_10233090686557984_8698323633060979635_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=102&ccb=1-7&_nc_sid=5f2048&_nc_ohc=PyBmvelyRHQQ7kNvgGt33Y9&_nc_ht=scontent.fdet1-2.fna&oh=00_AYBFSeoMS4EQSpiSr3GWarl-Gdr9g3RAvjK7czNg_RwDRA&oe=6661FE5E",,"Y29tbWVudDo4ODYxODA3ODY4OTA1MTJfMTY4MzgzODgyOTAyMzQ4OQ==","Mai Odileg Enelym Mas kawawa ang mga bata na lumalaki sa magulo at abusive na family environment. Mas kawawa sila na makikita nilang HINDI na ngmamahalan ang magulang pero patuloy parin ang pagtitiis sa isat isa dahil walang choice dahil walang divorce.","1"
,,,,,,"https://www.facebook.com/photo/?fbid=886179873557270&set=a.650104283831498&comment_id=430459286610615",,"2024-05-29T13:02:41.000Z","886180786890512","https://www.facebook.com/photo/?fbid=886179873557270&set=a.650104283831498","ZmVlZGJhY2s6ODg2MTgwNzg2ODkwNTEyXzQzMDQ1OTI4NjYxMDYxNQ==","Y29tbWVudDo4ODYxODA3ODY4OTA1MTJfNDMwNDU5Mjg2NjEwNjE1","0","pfbid0SXpUBJcFwRQ25A9qR8HAhAoabjMdXPCbfYEogU9nJxT945M9dFMb7Z7onpdyewkKl","Oblefias Llenas Mary Ann","https://scontent.fdet1-2.fna.fbcdn.net/v/t39.30808-1/436361675_3720334211580207_8928528971868015858_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=111&ccb=1-7&_nc_sid=5f2048&_nc_ohc=-z9u7w3bIoAQ7kNvgEjzpdL&_nc_ht=scontent.fdet1-2.fna&oh=00_AYDSUkQmZ_wGjfJBfaXRqFk301-5S3ORS6f9hAiONxdVDg&oe=6661DB3F",,"Y29tbWVudDo4ODYxODA3ODY4OTA1MTJfMTY4MzgzODgyOTAyMzQ4OQ==","Mai Odileg Enelym mas kwawa ang ank buo fam nla pro ang knina ina ay sukdulan n ang pgttiis s knla ama po","1"
"photo","fallback",,,,,"https://www.facebook.com/photo/?fbid=886179873557270&set=a.650104283831498&comment_id=482594960870003",,"2024-05-29T12:22:24.000Z","886180786890512","https://www.facebook.com/photo/?fbid=886179873557270&set=a.650104283831498","ZmVlZGJhY2s6ODg2MTgwNzg2ODkwNTEyXzQ4MjU5NDk2MDg3MDAwMw==","Y29tbWVudDo4ODYxODA3ODY4OTA1MTJfNDgyNTk0OTYwODcwMDAz","2","1067086754","Roschele Eguia Germar","https://scontent.fdet1-1.fna.fbcdn.net/v/t39.30808-1/435885848_10229378213174264_7554878032791193471_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=107&ccb=1-7&_nc_sid=5f2048&_nc_ohc=wddyRa1RKi0Q7kNvgEzJBBl&_nc_ht=scontent.fdet1-1.fna&oh=00_AYAJO8st2Kmoy59hMfjsWGvGWOqgqSDxQjPVGsj3qcdlvA&oe=6661CECE",,"Y29tbWVudDo4ODYxODA3ODY4OTA1MTJfMTY4MzgzODgyOTAyMzQ4OQ==","Mai Odileg Enelym Dadaan po s court ang divorce at kasama sa paguusapan ang financial support sa mga bata at magkakaron ng rights for the abused party na mgdemand ng financial support lalo if nasa kanya ang mga anak at kapag approve ito ng court pede ipakulong if hindi tutupad sa allimony or financial support. Kasama na din ang hatian ng yaman. Kaya ung iba may pre-nuptial agreement, pede makuha ng abused party lahat ng kayaman nila at walang makuha ang cheating side if ito ang nkalagay aa prenuptial agreement. 

#YesToDivorce","1"
,,,,,,"https://www.facebook.com/photo/?fbid=886179873557270&set=a.650104283831498&comment_id=1645433042877492",,"2024-05-29T12:21:33.000Z","886180786890512","https://www.facebook.com/photo/?fbid=886179873557270&set=a.650104283831498","ZmVlZGJhY2s6ODg2MTgwNzg2ODkwNTEyXzE2NDU0MzMwNDI4Nzc0OTI=","Y29tbWVudDo4ODYxODA3ODY4OTA1MTJfMTY0NTQzMzA0Mjg3NzQ5Mg==","1","100012320971534","Zandrei Marcc","https://scontent.fdet1-1.fna.fbcdn.net/v/t39.30808-1/272842436_1319042378516449_7654211827671370709_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=103&ccb=1-7&_nc_sid=5f2048&_nc_ohc=QlFOjY3rIgwQ7kNvgFUVRzH&_nc_ht=scontent.fdet1-1.fna&oh=00_AYArfKO4bzLq-bOVHtbgeOyOZ9rjK9icaevNYzP3FipxmQ&oe=66620560","https://www.facebook.com/markchristian.leocadio.5","Y29tbWVudDo4ODYxODA3ODY4OTA1MTJfMTY4MzgzODgyOTAyMzQ4OQ==","Jap Pestano medyo ok naman, yun nga lang ang second chance na sinasabi ng pro-divorce e ipagkakasala na yan sa batas ng Diyos pero dahil nasa malayang demokrasya naman tayo kaya choice na nila yan kaya nauunawaan ko nilalaban nila.","2"
,,,,,,"https://www.facebook.com/photo/?fbid=886179873557270&set=a.650104283831498&comment_id=337507069376190",,"2024-05-29T12:04:19.000Z","886180786890512","https://www.facebook.com/photo/?fbid=886179873557270&set=a.650104283831498","ZmVlZGJhY2s6ODg2MTgwNzg2ODkwNTEyXzMzNzUwNzA2OTM3NjE5MA==","Y29tbWVudDo4ODYxODA3ODY4OTA1MTJfMzM3NTA3MDY5Mzc2MTkw","0","pfbid0g5FzBMwaTJ5DMMt6EvfQS6mt5259QNfLSqD8xzc9SJZbq17Bgz1TRPXq93t6bYSel","Jap Pestano","https://scontent.fdet1-2.fna.fbcdn.net/v/t1.6435-1/89550700_10158281983153221_7933228195451502592_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=104&ccb=1-7&_nc_sid=5f2048&_nc_ohc=lbWOQmN3dSoQ7kNvgG2P8s0&_nc_ht=scontent.fdet1-2.fna&oh=00_AYA_wumQWZJaoUhPJoeBu0KX24WRDyUW4x8hOqou7PP0EQ&oe=66839F31",,"Y29tbWVudDo4ODYxODA3ODY4OTA1MTJfMTY4MzgzODgyOTAyMzQ4OQ==","Zandrei Marcc kung abusado pwede naman ipakulong. Tama ka may batas naman dyan. Ang saken lang brad eh tatangalan mo din ng karapatan maging malaya at maging masaya yung biktima dahil sa pagkakamali ng asawa niya? Parang kawawa naman diba? Nabugbog na nga tapos wala pang karapatan mag ka second chance sa buhay.","2"
